X,Y,OBJECTID,PROPERTY_ID,HUB_NAME_TEXT,SERVICING_SITE_NAME_TEXT,PROJECT_MANAGER_NAME_TEXT,PROPERTY_NAME_TEXT,ADDRESS_LINE1_TEXT,ADDRESS_LINE2_TEXT,AUTOMATIC_GEOCODE_IND,CONGRESSIONAL_DISTRICT_CODE,PLACED_BASE_CITY_NAME_TEXT,TOTAL_ASSISTED_UNIT_COUNT,TOTAL_UNIT_COUNT,PROPERTY_ON_SITE_PHONE_NUMBER,PROPERTY_CATEGORY_NAME,CLIENT_GROUP_CODE,CLIENT_GROUP_NAME,CLIENT_GROUP_TYPE,REAC_LAST_INSPECTION_ID,REAC_LAST_INSPECTION_SCORE,FASS_LAST_PERFORMANCE_VALUE,FASS_LST_TOT_MGMT_COND_CNT,FASS_LAST_REFERRED_TO_CODE,IS_AFS_REQUIRED_IND,AFS_FISCAL_YR_END_DATE,HAS_ACTIVE_FINANCING_IND,PRIMARY_FINANCING_TYPE,IS_ALL_FINANCING_PIPELINE_IND,IS_ALL_CONTRACT_PIPELINE_IND,IS_UNDER_MANAGEMENT_IND,HAS_SERVICE_AGREEMENT_IND,HAS_USE_RESTRICTION_IND,HAS_ACTIVE_IRP_IND,IS_SERVICE_COORDINATOR_IND,PRIMARY_FHA_NUMBER,ASSOCIATED_FHA_NUMBER,ASSOCIATED_CONTRACT_NUMBER,TROUBLED_CODE,OPIIS_RISK_CATEGORY,OPIIS_SIZE_CATEGORY,OPIIS_INT_RISK_SCORE,IS_ACTIVE_DEC_CASE_IND,WAS_EVER_DEC_CASE_IND,IS_INSURED_IND,WAS_EVER_INSURED_IND,IS_202_811_IND,WAS_EVER_202_811_IND,IS_HUD_HELD_IND,IS_HUD_OWNED_IND,IS_FLEXIBLE_SUBSIDY_IND,IS_HOSPITAL_IND,IS_NURSING_HOME_IND,IS_BOARD_AND_CARE_IND,IS_ASSISTED_LIVING_IND,IS_REFINANCED_IND,IS_221D3_IND,IS_221D4_IND,IS_236_IND,IS_IN_DEFAULT_DELINQUENT_IND,IS_NON_INSURED_IND,IS_BMIR_IND,IS_RISK_SHARING_IND,IS_MIP_IND,IS_CO_INSURED_IND,IS_SUBSIDIZED_IND,WAS_EVER_SUBSIDIZED_IND,HAS_ACTIVE_ASSISTANCE_IND,WAS_EVER_ASSISTED_IND,IS_ACC_OLD_IND,IS_ACC_PERFORMANCE_BASED_IND,IS_SEC8_IND,IS_PAC_IND,IS_PRAC_IND,IS_RENT_SUPPLEMENT_IND,IS_SECTION_236_RAP_IND,IS_SEC8_202_IND,IS_SEC8_FMHA_515_IND,IS_SEC8_STATE_AGENCY_HFA_IND,IS_SEC8_LMSA_IND,IS_SEC8_PRPRTY_DISPOSITION_IND,IS_SEC8_PRESERVATION_IND,IS_SEC8_OTHR_NW_CNSTRCTION_IND,IS_SEC8_OTHER_SUB_REHAB_IND,IS_PENSION_FUND_IND,IS_PAC_202_IND,IS_PAC_811_IND,IS_PRAC_202_IND,IS_PRAC_811_IND,HAS_FULL_DEBT_RESTRUCTURE_IND,LAST_CRITICAL_DATE_DESC,OAHP_PROJECT_RECOMMENDATION_TX,OAHP_PROCESSING_TYPE,IS_ON_WATCH_LIST_IND,IS_GREEN_RETROFIT_IND,IS_202_DIRECT_LOAN_IND,IS_202_CAPITAL_ADVANCE_IND,IS_811_CAPITAL_ADVANCE_IND,ENERGY_PERFORMANCE_CONTRCT_IND,IS_SEC8_RAD_DEMO_CONV_IND,FINANCIAL_STMNT_REQ_IND,CONTRACT1,CONTRACT2,CONTRACT_COUNT,UNITS1,UNITS2,MAXIMUM_CONTRACT_UNIT_COUNT,PROGRAM_TYPE1,PROGRAM_TYPE2,EXPIRATION_DATE1,EXPIRATION_DATE2,FHA_NUM1,FHA_NUM2,SOACODE1,SOACODE2,SOA_NAME1,SOA_NAME2,TAXCREDIT1,TAXCREDIT2,FHA_COUNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,DPVACT,DPVNOST,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,CAT_LATEST_MROC_SCORE_COLOR,CAT_LTST_INTGRTD_RSK_SCORE_CAT,MTR_LATEST_DSCR,FASS_LAST_AFS_CLOSED_DATE,FASS_LAST_REPORTING_END_DT,FULL_DEBT_RESTRUCTURE_DATE,LAST_CRITICAL_DATE,NGHBRHD_NTWRK_EST_DATE,OCCUPANCY_DATE,OPIIS_RISK_CATEGORY_CHANGE_DT,REAC_LAST_INSPECTION_DATE,TROUBLED_STATUS_UPDATE_DATE,WATCH_LIST_DATE,DEMO_RESTRUCTURE_CLOSING_DATE,MARK_TO_MARKET_RESTRUCTURE_DT,REAC_LAST_INSPCT_RELEASE_DATE,LOAN_MATURITY_DATE
-83.604292,41.702793,1614,800016492,Columbus,Cleveland,JACKIE DARDEN,DOUGLAS SQUARE APARTMENTS,4739 DOUGLAS RD,,Y,05,Toledo,40,40,419 522-9769,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,344983,92  c,63 - Yellow,1,MFH,Y,12/31,Y,Insured,N,N,Y,N,Y,N,N,04235566,04235401,OH120014044,N,Low,Low,11,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Closing Date,,Full Debt Restr,N,N,N,N,N,N,N,Y,OH120014044,,1,40,0,40,Sec 8 NC,,,,04235401,04235401,OMI,OMI,221d4 NC/SR,221d4 NC/SR,N,N,3,39,Lucas,095,006100,1,1009,Lucas,095,77000,Toledo,77000,TOLEDO,,,8400,"Toledo, OH MSA",45780,"Toledo, OH Metropolitan Statistical Area",99999,,1,0,3905,5214,,,,,4739 Douglas Rd,,Toledo,OH,43613,3269,,43613,99,5,43613326999,H,,,,0,,,N,,100% Overall probable correctness,41.702785,-83.604287,S,,R,U,null Street-Level Rooftop null,39095,3977000,39095006100,390950061001,Green,Green,1.357000,19MAR2014,31DEC2012,02JUL2004,02JUL2004,        .,07SEP1983,09APR2013,10JUN2011,27SEP2013,        .,        .,02JUL2004,06JUL2011,2034-08-01T00:00:00.000Z
-84.317049,39.878338,1615,800016499,Columbus,Columbus,BARRY A DAROE,New Englewood Square,150 Chris DR,,Y,10,Englewood,40,41,937-836-4117,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,513509,87  b,84 - Greennull,0,,Y,12/31,Y,Insured,Y,N,Y,N,N,N,Y,04635736,04635736,OH100002009,N,Low,Low-Medium,5,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH100002009,,1,40,0,40,Sec 8 NC,,,,04635736,,OMI,,221d4 NC/SR,,Y,,1,39,Montgomery,113,125101,3,3027,Montgomery,113,25396,Englewood,25396,ENGLEWOOD,,,2000,"Dayton-Springfield, OH MSA",19380,"Dayton, OH Metropolitan Statistical Area",99999,,1,0,3910,1614,,,,,150 Chris Dr,,Englewood,OH,45322,1159,,45322,99,0,45322115999,H,,,,0,,,N,,100% Overall probable correctness,39.87833,-84.317044,S,,R,U,null Street-Level Rooftop null,39113,3925396,39113125101,391131251013,Green,Green,2.702000,        .,31DEC2013,        .,        .,        .,28JAN1980,21OCT2006,22JAN2014,01JAN1900,        .,        .,        .,24JAN2014,2054-01-01T00:00:00.000Z
-80.783863,41.888151,1616,800016634,Columbus,Cleveland,JACKIE DARDEN,GRAN SIGNORA MANOR,1210 E 21ST ST,,Y,14,ASHTABULA,52,52,440 998-7551,Insured-Subsidized,ELD,Elderly,Elderly,503497,82  b,52 - Red,0,None,Y,12/31,Y,Insured,N,N,Y,N,Y,N,N,04211115,04211115,OH12T781003,N,Low,Low-Medium,6,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH12T781003,,1,52,0,52,202/8 NC,,,,04211115,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,39,Ashtabula,007,000400,2,2019,Ashtabula,007,02652,Ashtabula,02638,ASHTABULA,,,1680,"Cleveland-Lorain-Elyria, OH PMSA",11780,"Ashtabula, OH Micropolitan Statistical Area",99999,,0,1,3914,0198,,,,,1210 E 21st St,,Ashtabula,OH,44004,4019,,44004,99,6,44004401999,H,,,,0,,,N,,100% Overall probable correctness,41.888143,-80.783859,S,,R,U,null Street-Level Rooftop null,39007,3902638,39007000400,390070004002,Green,Green,0.710000,06MAR2014,31DEC2013,        .,        .,        .,23MAR1981,13OCT2010,24OCT2013,06JUN2013,        .,        .,        .,28OCT2013,2042-07-01T00:00:00.000Z
-81.359407,40.386395,1617,800016763,Columbus,Cleveland,PHYLLIS J MITCHELL,JAYCEE VILLAGE,1000  CLAYMONT DR,,Y,06,Uhrichsville,102,102,740-922-5930,Insured-Subsidized,FAM,Indv. families - not eld/ handicap,Family,503615,89  c,49 - Red,1,None,Y,05/31,Y,Insured,N,N,Y,N,N,Y,N,04211101,04211101,OH12L000191,N,Low,Low-Medium,6,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH12L000191,,1,102,0,102,LMSA,,,,04211101,,HRI,,223(f) Refi/ Purchase Apts,,N,,1,39,Tuscarawas,157,022002,2,2053,Tuscarawas,157,50232,Mill,78176,UHRICHSVILLE,,,9999,,35420,"New Philadelphia-Dover, OH Micropolitan Statistical Area",99999,,0,1,3906,5274,,,,,1000 Claymont Dr,,Uhrichsville,OH,44683,2322,,44683,00,6,44683232200,S,,,,0,,,,,100% Overall probable correctness,40.386387,-81.359403,S,,R,U,null Street-Level Rooftop null,39157,3978176,39157022002,391570220022,Green,Red,1,01AUG2013,31MAY2013,        .,        .,01SEP1996,13AUG1973,10OCT2007,07FEB2013,18DEC2013,        .,        .,        .,08FEB2013,2043-04-01T00:00:00.000Z
-84.573416,39.091921,1618,800016511,Columbus,Columbus,BONNIE SPURLING,Eatondale,269 Fairbanks AVE,,Y,01,CINCINNATI,44,44,513/221-0861 agent,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,514319,63  cnull,Not Assessed,1,MFH,Y,12/31,N,,N,N,Y,N,N,N,N,,,OH10L000018,P,Moderate,,15,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH10L000018,,1,44,0,44,LMSA,,,,,,,,,,,,,39,Hamilton,061,010300,2,2012,Hamilton,061,15000,Cincinnati,15000,CINCINNATI,,,1640,"Cincinnati, OH-KY-IN PMSA",17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",99999,,1,0,3901,1062,,,,,269 Fairbanks Ave,,Cincinnati,OH,45204,2307,,45204,99,5,45204230799,H,,,,0,,,N,,100% Overall probable correctness,39.091913,-84.573411,S,,R,U,null Street-Level Rooftop null,39061,3915000,39061010300,390610103002,,Yellow,,16SEP2013,14NOV2012,        .,        .,        .,25JUL1972,05NOV2013,05NOV2013,25SEP2013,        .,        .,        .,06NOV2013,
-84.497288,39.140479,1619,800016648,Columbus,Columbus,BONNIE SPURLING,Hale Apartments,518 Hale Avenue,,Y,01,CINCINNATI,46,46,513-221-0861 agent,"Subsidized, No HUD Financing",FAM,Indv. families - not eld/ handicap,Family,357412,37  cnull,Not Assessed,1,MFH,Y,12/31,N,,N,N,Y,N,N,N,N,,,OH10E000034,P,Moderate,,21,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH10E000034,,1,46,0,46,PD/8 Existing,,,,,,,,,,,,,39,Hamilton,061,027000,1,1008,Hamilton,061,15000,Cincinnati,15000,CINCINNATI,,,1640,"Cincinnati, OH-KY-IN PMSA",17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",99999,,1,0,3901,1062,,,,,518 Hale Ave,,Cincinnati,OH,45229,3190,,45229,99,7,45229319099,H,,,,0,,,N,,100% Overall probable correctness,39.140471,-84.497283,S,,R,U,null Street-Level Rooftop null,39061,3915000,39061027000,390610270001,,Yellow,,08JAN2014,14NOV2012,        .,        .,        .,01JUN1982,16JUL2013,07JUN2011,15JAN2014,        .,        .,        .,29JUN2011,
-84.492279,39.141787,1620,800016653,Columbus,Columbus,YVONNE C COFFMAN,Haddon Hall,3418 Reading Road,,Y,01,CINCINNATI,113,114,513-281-7722,Insured-Subsidized,WAH,Wholly Elderly Housekeeping,Elderly,331556,61  c,Not Assessed,0,MFH,Y,12/31,Y,Insured,N,N,Y,Y,N,N,Y,04638014,04635676,OH10E000022,P,Moderate,High-Medium,15,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,,,Full Debt Restr,N,N,N,N,N,N,N,Y,OH10E000022,,1,113,0,113,PD/8 SR,,,,04635676,04635676,REJ,REJ,223(a)(7) Refi of 221d4 NC/SR,223(a)(7) Refi of 221d4 NC/SR,N,N,3,39,Hamilton,061,027000,1,1006,Hamilton,061,15000,Cincinnati,15000,CINCINNATI,,,1640,"Cincinnati, OH-KY-IN PMSA",17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",99999,,1,0,3901,1062,,,,,3418 Reading Rd,,Cincinnati,OH,45229,4105,,45229,99,0,45229410599,H,,,,0,,,N,,100% Overall probable correctness,39.141779,-84.492274,S,,R,U,null Street-Level Rooftop null,39061,3915000,39061027000,390610270001,Green,Yellow,,        .,31DEC2012,        .,        .,        .,10JUN1983,31JAN2013,06SEP2011,13NOV2013,        .,        .,29JUN2009,15SEP2011,2053-10-01T00:00:00.000Z
-84.575118,39.094136,1621,800016512,Columbus,Columbus,BONNIE SPURLING,Eatondale North Apartments,925 Delhi Avenue,,Y,01,CINCINNATI,24,24,513-221-0861 agent,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,514320,87  bnull,Not Assessed,1,MFH,Y,12/31,N,,N,N,Y,N,N,N,N,,,OH10M000240,P,Low,,9,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH10M000240,,1,24,0,24,LMSA,,,,,,,,,,,,,39,Hamilton,061,010300,2,2012,Hamilton,061,15000,Cincinnati,15000,CINCINNATI,,,1640,"Cincinnati, OH-KY-IN PMSA",17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",99999,,1,0,3901,1062,,,,,925 Delhi Ave,,Cincinnati,OH,45204,2303,,45204,99,9,45204230399,H,,,,0,,,N,,100% Overall probable correctness,39.094128,-84.575113,S,,R,U,null Street-Level Rooftop null,39061,3915000,39061010300,390610103002,,Green,,08JAN2014,14NOV2012,        .,        .,        .,03OCT1973,26NOV2013,06NOV2013,12MAR2014,        .,        .,        .,07NOV2013,
-84.494495,39.149105,1622,800016518,Columbus,Columbus,YVONNE C COFFMAN,EDISON APARTMENTS,3616-24 Washington Avenue,,N,01,CINCINNATI,25,25,513-621-5452,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,319249,90  c,Not Assessed,0,MFH,Y,09/30,N,,N,N,Y,N,N,N,N,,,OH10M000191,N,Low,,8,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,OAHP Approves Review Results,,Comp Review,N,N,N,N,N,N,N,Y,OH10M000191,,1,25,0,25,LMSA,,,,,,,,,,,,,39,Hamilton,061,006800,3,3005,Hamilton,061,15000,Cincinnati,15000,CINCINNATI,,,1640,"Cincinnati, OH-KY-IN PMSA",17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",99999,,1,0,3901,1062,,,,,3616 Washington Ave,,Cincinnati,OH,45229,2010,,45229,16,8,45229201016,S,,,,0,,,,,100% Overall probable correctness,39.149097,-84.49449,S,,R,U,null Street-Level Rooftop null,39061,3915000,39061006800,390610068003,,Green,,        .,30SEP2013,        .,25APR2000,        .,03AUG1972,21OCT2006,17MAR2011,30SEP2009,        .,        .,        .,23MAR2011,
-82.536522,40.710116,1623,800016938,Columbus,Cleveland,TASHARA K MCCAIN,MORCHESTER VILLA,1825 MIDDLE BELLVILLE RD,,Y,12,Mansfield,76,76,(419) 529-4949,"Subsidized, No HUD Financing",ELD,Elderly,Elderly,515252,93  cnull,,0,,N,06/30,N,,N,N,Y,N,N,N,N,,,OH160013011,N,Low,,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,N,OH160013011,,1,76,0,76,Sec 8 NC,,,,,,,,,,,,,39,Richland,139,002102,2,2050,Richland,139,47152,Mansfield,47138,MANSFIELD,,,4800,"Mansfield, OH MSA",31900,"Mansfield, OH Metropolitan Statistical Area",99999,,1,0,3912,3012,,,,,1825 Middle Bellville Rd,,Mansfield,OH,44904,1767,,44904,99,0,44904176799,H,,,,1,,,N,,90% Overall probable correctness,40.710108,-82.536518,S,,R,U,null Street-Level Rooftop null,39139,3947138,39139002102,391390021022,,Green,,        .,        .,        .,        .,        .,19DEC1978,29SEP2006,21JAN2014,01JAN1900,        .,        .,        .,22JAN2014,
-81.433386,39.416264,1624,800016939,Columbus,Columbus,MICHELLE M WHITFIELD,Morningside Apartments,421 PHILLIPS ST,,Y,06,MARIETTA,40,41,740-374-8582,Insured-Subsidized,PAH,Partially elderly handicapped,Elderly,503347,97  cnull,71 - Greennull,0,,Y,12/31,Y,Insured,N,N,Y,N,N,N,N,04311188,04311107,OH160014018,N,Low,Low,2,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,,,Full Debt Restr,N,N,N,N,N,N,N,Y,OH160014018,,1,40,0,40,Sec 8 NC,,,,04311107,04311107,HRI,HRI,223(f) Refi/ Purchase Apts,223(f) Refi/ Purchase Apts,N,N,3,39,Washington,167,021000,2,2023,Washington,167,47628,Marietta,47628,MARIETTA,,,6020,"Parkersburg-Marietta, WV-OH MSA",31930,"Marietta, OH Micropolitan Statistical Area",99999,,0,1,3906,3054,,,,,421 Phillips St,,Marietta,OH,45750,3432,,45750,99,9,45750343299,H,,,,0,,,N,,100% Overall probable correctness,39.416256,-81.433382,S,,R,U,null Street-Level Rooftop null,39167,3947628,39167021000,391670210002,Green,Green,1.735000,        .,31DEC2013,        .,        .,        .,14JUN1979,26NOV2013,08AUG2013,04SEP2013,        .,        .,27MAY2011,12AUG2013,2041-06-01T00:00:00.000Z
-83.62025,41.540701,1625,800016527,Columbus,Cleveland,JIMMIE THOMAS,Elm House,129 Dr McAuleys Ct,,Y,05,PERRYSBURG,6,31,419-874-2376,202/811,ELD,Elderly,Elderly,335716,91  cnull,65 - Yellow,1,None,Y,09/30,Y,202/811,N,N,Y,N,Y,N,Y,,042SH013,OH12M000081,N,Low,Very Low,7,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH12M000081,,1,42,0,42,LMSA,,,,042SH013,042SH013,,ZPH,,202 Direct Loan/ Elderly/ Pre - 1974,N,N,2,39,Wood,173,020601,1,1002,Wood,173,62148,Perrysburg,62148,PERRYSBURG,,,8400,"Toledo, OH MSA",45780,"Toledo, OH Metropolitan Statistical Area",99999,,1,0,3905,4170,,,,,129 Dr McAuleys Ct,,Perrysburg,OH,43551,1800,,43551,29,2,43551180029,S,,,,0,,,,,100% Overall probable correctness,41.540693,-83.620245,S,,R,U,null Street-Level Rooftop null,39173,3962148,39173020601,391730206011,,Green,2.484000,28DEC2013,30SEP2013,        .,        .,        .,01OCT1965,09NOV2009,26OCT2009,16APR2012,        .,        .,        .,05NOV2009,2015-08-01T00:00:00.000Z
-84.219887,39.755071,1626,800016530,Columbus,Columbus,APRIL L DEAN,ENON PLAZA,1465 W Third ST,,Y,10,Dayton,40,40,(937) 461-6851,202/811,WAH,Wholly Elderly Housekeeping,Elderly,371439,72  c,74 - Greennull,0,MFH,Y,12/31,Y,202/811,N,N,Y,N,N,N,Y,,046EH183,OH10T871010,N,Low,Low-Medium,5,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH10T871010,,1,40,0,40,202/8 NC,,,,046EH183,,ZPF,,202/8 Direct Loan/ Elderly-Handicapped,,N,,1,39,Montgomery,113,165100,2,2116,Montgomery,113,21000,Dayton,21000,DAYTON,,,2000,"Dayton-Springfield, OH MSA",19380,"Dayton, OH Metropolitan Statistical Area",99999,,1,0,3910,1362,,,,,1465 W 3rd St,,Dayton,OH,45402,6739,,45402,99,2,45402673999,H,,,,1,,,N,,90% Overall probable correctness,39.755063,-84.219882,S,,R,U,null Street-Level Rooftop null,39113,3921000,39113165100,391131651002,,Green,1.340000,        .,31DEC2012,        .,        .,        .,19JAN1990,24SEP2007,09FEB2012,21FEB2012,        .,        .,        .,15FEB2012,2030-05-01T00:00:00.000Z
-80.591669,40.644319,1627,800016667,Columbus,Cleveland,ERIC S SWIATEK,HEIGHTS MANOR,325 N SHADYLANE DR,,Y,06,EAST LIVERPOOL,145,146,330 385-4047,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,387374,85  c,Not Assessed,1,None,Y,12/31,N,,N,N,Y,N,N,N,N,,,OH12M000133,N,Low,,11,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH12M000133,,1,145,0,145,LMSA,,,,,,,,,,,,,39,Columbiana,029,951900,3,3009,Columbiana,029,23730,East Liverpool,23730,EAST LIVERPOOL,,,9320,"Youngstown-Warren, OH MSA",41400,"Salem, OH Micropolitan Statistical Area",99999,,0,1,3906,1512,,,,,325 N Shadylane Dr,,East Liverpool,OH,43920,1038,,43920,25,3,43920103825,S,,,,0,,,,,100% Overall probable correctness,40.644311,-80.591665,S,,R,U,null Street-Level Rooftop null,39029,3923730,39029951900,390299519003,,Green,,11DEC2013,31DEC2012,        .,        .,        .,21SEP1978,21OCT2006,08JAN2013,30JAN2013,        .,        .,        .,10JAN2013,
-83.931684,39.706771,1628,800016793,Columbus,Columbus,BRENDA BLAIES,Kinsey Greene,1554 GREENE LAKE DR.,,Y,10,Xenia,64,110,937 376-2921,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,329607,94  bnull,Not Assessed,0,None,Y,12/31,N,,N,N,Y,N,N,N,N,,,OH10L000014,N,Low,,8,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,,,,N,N,N,N,N,N,N,Y,OH10L000014,,1,64,0,64,LMSA,,,,,,,,,,,,,39,Greene,057,240500,2,2016,Greene,057,86772,Xenia,86772,XENIA,,,9999,,19380,"Dayton, OH Metropolitan Statistical Area",99999,,1,0,3910,5844,,,,,1554 Greene Lake Dr,,Xenia,OH,45385,1506,,45385,54,4,45385150654,S,,,,0,,,,,100% Overall probable correctness,39.706763,-83.93168,9,S,4,U,null  Centroid Lat/Long   null,39057,3986772,39057240500,390572405002,,Green,,14MAR2013,31DEC2012,        .,        .,        .,01JAN1974,26MAR2013,09MAY2011,01JAN1900,        .,        .,        .,11MAY2011,
-82.905395,39.971076,1629,800016961,Columbus,Columbus,GEORGE BUSH,NAPOLEON PARK APTS.,3569 DONEY CT,,Y,03,Columbus,48,48,614-253-1155,Subsidized - Previously Insured,FAM,Indv. families - not eld/ handicap,Family,509952,76  cnull,10 - Red,0,None,N,12/31,N,,N,N,Y,N,N,N,N,,,OH160019034,P,Low,,11,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Date Action Other than Closing Occurred,Restructuring Commitment Issued but Not Executed by Owner,Full Debt Restr,N,N,N,N,N,N,N,N,OH160019034,,1,48,0,48,Sec 8 NC,,,,,,,,,,,,,39,Franklin,049,002750,1,1000,Franklin,049,18000,Columbus,18000,COLUMBUS,,,1840,"Columbus, OH MSA",18140,"Columbus, OH Metropolitan Statistical Area",99999,,1,0,3903,1176,,,,,3569 Doney Ct,,Columbus,OH,43213,1652,,43213,69,8,43213165269,S,,,,0,,,,,100% Overall probable correctness,39.971068,-82.905391,S,,R,U,null Street-Level Rooftop null,39049,3918000,39049002750,390490027501,,Green,1.053000,10MAR2002,31DEC2001,        .,08NOV2001,        .,20APR1981,07NOV2011,27AUG2013,13JUL2009,        .,        .,        .,28AUG2013,
